--
 POSITION                                       TOTAL-FORCE (eV/Angst)
 -----------------------------------------------------------------------------------
      1.63912      1.13341      2.67449         0.672540     -1.151248      0.778324
      6.25001      1.85539      5.24204         1.314053      0.384861     -0.695385
      1.61185      1.01503      7.81016        -0.268019     -0.634007     -0.502630
      6.25441      1.71008      0.16930         1.262142      1.600199      0.245099
      0.16214      3.73964      2.73655        -1.107835      0.500599      0.022747
      4.78861      4.58388      5.30028         0.213761      0.341810     -2.239495
      6.26643      3.68617      7.77695         0.574150      0.235940     -0.039179
      4.89211      4.46975      0.15230        -1.016283      0.185589      0.127914
      4.83039      0.93076      2.68500        -0.891075      0.794872     -0.038720
      3.24202      1.91949      5.25498        -1.228519      0.444477     -0.393050
      4.77767      0.88075      7.82331         0.366855      0.795837     -0.750977
      3.23018      1.84300      0.06940        -0.876931      0.651064      1.602252
      3.19390      3.82750      2.68334        -0.294125     -1.190847      0.589139
      1.63815      4.66790      5.33423         0.096464      0.349135     -2.224046
      3.13938      3.64845      7.81842        -0.336267      0.044353      0.701406
      1.59399      4.60799      0.09740         0.702606      0.012506      0.244222
      1.60544      1.11083      4.59886         0.056089     -1.491753      0.913982
      0.04647      1.95186      2.14923        -0.359557     -0.635207     -2.052307
      1.59088      1.03796      9.71054         0.085293     -1.531163      0.884676
      0.06085      1.93092      7.11949        -0.921371     -1.612803      0.949300
      0.12489      3.66854      4.61316        -0.912086      1.109917      1.120318
      4.77660      4.56777      2.14646         1.976746      0.914009     -1.920844
      0.13457      3.52229      9.67247        -0.992958      1.166317      1.176158
      4.64342      4.54654      7.14405         1.466451      0.571418      1.101668
      4.72133      0.98356      4.55611         0.559518     -0.898931      1.503201
      3.25449      1.97615      2.19734         0.158032     -0.616897     -2.536447
      4.73657      0.87148      9.71556         0.390545     -0.653168      0.789257
      3.22596      1.83716      7.22693         0.046125      0.164915     -0.608757
      3.20286      3.78029      4.58389        -0.020855     -0.402166      1.245983
      1.64900      4.72316      2.09114        -0.515491      0.223841     -1.365964
      3.20899      3.70160      9.77289         0.382079     -0.250213     -0.092169
      1.59769      4.59017      7.17560        -0.582076      0.576742      1.464325
